ページタイトル,施設ジャンル,施設、場所、イベントの名称（読み）,郵便番号,住所,ビル名,フロア数,緯度,経度
千葉市 若松台小学校,小学校,チバシワカマツダイショウガッコウ,264-0027,千葉市若葉区若松台2丁目25－1,,,35.650097,140.171604
千葉市 幕張南小学校,小学校,チバシマクハリミナミショウガッコウ,262-0032,千葉市花見川区幕張町3丁目7718,,,35.657064,140.047183
千葉市 高浜海浜小学校,小学校,チバシタカハマカイヒンショウガッコウ,261-0003,千葉市美浜区高浜4丁目8－2,,,35.62318971,140.0698564
千葉市 都賀の台小学校,小学校,チバシツガノダイショウガッコウ,264-0033,千葉市若葉区都賀の台2丁目13－1,,,35.643833,140.141663
千葉市 上の台小学校,小学校,チバシウエノダイショウガッコウ,262-0033,千葉市花見川区幕張本郷4丁目8－1,,,35.668121,140.050455
千葉市 磯辺第三小学校,小学校,チバシイソベダイサンショウガッコウ,261-0012,千葉市美浜区磯辺1丁目25－1,,,35.630095,140.064158
千葉市 源小学校,小学校,チバシミナモトショウガッコウ,264-0037,千葉市若葉区源町541－6,,,35.648724,140.131757
千葉市 越智小学校,小学校,チバシオチショウガッコウ,267-0055,千葉市緑区越智町705－359,,,35.532181,140.237031
千葉市 磯辺小学校,小学校,チバシイソベショウガッコウ,261-0012,千葉市美浜区磯辺4丁目16－1,,,35.631764,140.058101
千葉市 朝日ケ丘小学校,小学校,チバシアサヒガオカショウガッコウ,262-0019,千葉市花見川区朝日ケ丘2丁目6－1,,,35.659167,140.085498
千葉市 生浜東小学校,小学校,チバシオイハマヒガシショウガッコウ,260-0813,千葉市中央区生実町1928,,,35.559876,140.147935
千葉市 泉谷小学校,小学校,チバシイズミヤショウガッコウ,266-0032,千葉市緑区おゆみ野中央4丁目3,,,35.554944,140.173601
千葉市 土気南小学校,小学校,チバシトケミナミショウガッコウ,267-0066,千葉市緑区あすみが丘4丁目16,,,35.523776,140.265151
千葉市 西の谷小学校,小学校,チバシニシノヤショウガッコウ,262-0033,千葉市花見川区幕張本郷3丁目22－6,,,35.666154,140.04597
千葉市 小谷小学校,小学校,チバシコヤツショウガッコウ,266-0031,千葉市緑区おゆみ野4丁目45,,,35.555199,140.181597
千葉市 大椎小学校,小学校,チバシオオジショウガッコウ,267-0066,千葉市緑区あすみが丘6丁目38,,,35.514676,140.262104
千葉市 有吉小学校,小学校,チバシアリヨシショウガッコウ,266-0031,千葉市緑区おゆみ野1丁目53,,,35.561272,140.16606
千葉市 打瀬小学校,小学校,チバシウタセショウガッコウ,261-0013,千葉市美浜区打瀬1丁目3－1,,,35.642022,140.047293
千葉市 金沢小学校,小学校,チバシカネザワショウガッコウ,266-0033,千葉市緑区おゆみ野南5丁目31,,,35.547467,140.172407
千葉市 あすみが丘小学校,小学校,チバシアスミガオカショウガッコウ,267-0066,千葉市緑区あすみが丘6丁目2,,,35.519841,140.263195
千葉市 扇田小学校,小学校,チバシオウギダショウガッコウ,266-0032,千葉市緑区おゆみ野中央1丁目26,,,35.556785,140.163089
千葉市 瑞穂小学校,小学校,チバシミズホショウガッコウ,262-0026,千葉市花見川区瑞穂1丁目2,,,35.663633,140.068346
千葉市 海浜打瀬小学校,小学校,チバシカイヒンウタセショウガッコウ,261-0013,千葉市美浜区打瀬3丁目3－1,,,35.640666,140.041401
千葉市 おゆみ野南小学校,小学校,チバシオユミノミナミショウガッコウ,266-0033,千葉市緑区おゆみ野南4丁目26,,,35.545255,140.168346
千葉市 花島小学校,小学校,チバシハナシマショウガッコウ,262-0046,千葉市花見川区花見川8－1,,,35.683617,140.094932
千葉市 美浜打瀬小学校,小学校,チバシミハマウタセショウガッコウ,261-0013,千葉市美浜区打瀬2丁目18－1,,,35.638063,140.04434
千葉市 若葉図書館泉分館,図書館,ワカバトショカンイズミブンカン,265-0053,千葉市若葉区野呂町622－10,,,35.583831,140.230273
千葉市 中央図書館,図書館,チュウオウトショカン,260-0045,千葉市中央区弁天3丁目7－7,,,35.618159,140.11427
千葉市 みやこ図書館,図書館,ミヤコトショカン,260-0001,千葉市中央区都町3丁目11－3,,,35.608191,140.138671
千葉市 みやこ図書館白旗分館,図書館,ミヤコトショカンシラハタブンカン,260-0841,千葉市中央区白旗1丁目3－16,,,35.579056,140.138547
千葉市 稲毛図書館,図書館,イナゲトショカン,263-0043,千葉市稲毛区小仲台5丁目1－1,,,35.639258,140.096968
千葉市 若葉図書館,図書館,ワカバトショカン,264-0004,千葉市若葉区千城台西2丁目1－1,,,35.622182,140.187
千葉市 若葉図書館西都賀分館,図書館,ワカバトショカンニシツガブンカン,264-0026,千葉市若葉区西都賀2丁目8－8,,,35.637236,140.144191
千葉市 緑図書館,図書館,ミドリトショカン,266-0031,千葉市緑区おゆみ野3丁目15－2,,,35.559952,140.175703
千葉市 緑図書館あすみが丘分館,図書館,ミドリトショカンアスミガオカブンカン,267-0066,千葉市緑区あすみが丘7丁目2－4,土気あすみが丘プラザ３Ｆ,,35.521279,140.265203
千葉市 緑図書館土気図書室,図書館,ミドリトショカントケトショシツ,267-0061,千葉市緑区土気町1634,土気市民センター２Ｆ,,35.530758,140.273239
千葉市 美浜図書館打瀬分館,図書館,ミハマトショカンウタセブンカン,261-0013,千葉市美浜区打瀬2丁目13,,,35.639715,140.047184
千葉市 美浜図書館,図書館,ミハマトショカン,261-0004,千葉市美浜区高洲3丁目12－1,,,35.627055,140.071305
千葉市 花見川図書館,図書館,ハナミガワトショカン,262-0005,千葉市花見川区こてはし台5丁目9－7,,,35.689224,140.120002
千葉市 花見川図書館花見川団地分館,図書館,ハナミガワトショカンハナミガワダンチブンカン,262-0046,千葉市花見川区花見川3－31－101,,,35.688637,140.096952
千葉市 市立稲毛高等学校附属中学校,中学校,チバシイチリツイナゲコウトウガッコウフゾクチュウガッコウ,261-0003,千葉市美浜区高浜3丁目1ー1,,,35.620392,140.06848
千葉市 加曽利中学校,中学校,チバシカソリチュウガッコウ,264-0017,千葉市若葉区加曽利町961－5,,,35.613952,140.157619
千葉市 末広中学校,中学校,チバシスエヒロチュウガッコウ,260-0843,千葉市中央区末広2丁目10－1,,,35.596786,140.126615
千葉市 葛城中学校,中学校,チバシカツラギチュウガッコウ,260-0853,千葉市中央区葛城2丁目9－1,,,35.600871,140.131033
千葉市 椿森中学校,中学校,チバシツバキモリチュウガッコウ,260-0042,千葉市中央区椿森4丁目1－1,,,35.622409,140.120766
千葉市 緑町中学校,中学校,チバシミドリマチチュウガッコウ,263-0023,千葉市稲毛区緑町2丁目3－1,,,35.622676,140.096826
千葉市 小中台中学校,中学校,チバシコナカダイチュウガッコウ,263-0043,千葉市稲毛区小仲台9丁目46－2,,,35.645896,140.099422
千葉市 花園中学校,中学校,チバシハナゾノチュウガッコウ,262-0025,千葉市花見川区花園4丁目1－1,,,35.655299,140.074047
千葉市 新宿中学校,中学校,チバシシンジュクチュウガッコウ,260-0025,千葉市中央区問屋町1－73,,,35.604404,140.109207
千葉市 蘇我中学校,中学校,チバシソガチュウガッコウ,260-0841,千葉市中央区白旗1丁目5－3,,,35.577268,140.138018
千葉市 犢橋中学校,中学校,チバシコテハシチュウガッコウ,262-0011,千葉市花見川区三角町656－2,,,35.677681,140.116991
千葉市 幕張中学校,中学校,チバシマクハリチュウガッコウ,262-0032,千葉市花見川区幕張町4丁目45,,,35.662916,140.059058
千葉市 生浜中学校,中学校,チバシオイハマチュウガッコウ,260-0814,千葉市中央区南生実町258,,,35.557209,140.144112
千葉市 誉田中学校,中学校,チバシホンダチュウガッコウ,266-0005,千葉市緑区誉田町1丁目138,,,35.552381,140.202982
千葉市 轟町中学校,中学校,チバシトドロキチョウチュウガッコウ,263-0021,千葉市稲毛区轟町3丁目5－14,,,35.631704,140.107722
千葉市 松ケ丘中学校,中学校,チバシマツガオカチュウガッコウ,260-0807,千葉市中央区松ケ丘町440,,,35.587721,140.152469
千葉市 白井中学校,中学校,チバシシライチュウガッコウ,265-0053,千葉市若葉区野呂町623,,,35.587526,140.225637
千葉市 更科中学校,中学校,チバシサラシナチュウガッコウ,265-0073,千葉市若葉区更科町2112,,,35.617657,140.226416
千葉市 川戸中学校,中学校,チバシカワドチュウガッコウ,260-0802,千葉市中央区川戸町443,,,35.584003,140.167873
千葉市 稲毛中学校,中学校,チバシイナゲチュウガッコウ,263-0035,千葉市稲毛区稲毛町5丁目120,,,35.643927,140.0821
千葉市 千草台中学校,中学校,チバシチグサダイチュウガッコウ,263-0013,千葉市稲毛区千草台2丁目3－1,,,35.636797,140.117923
千葉市 花見川第一中学校,中学校,チバシハナミガワダイイチチュウガッコウ,262-0046,千葉市花見川区花見川6－2,,,35.689425,140.101118
千葉市 幸町第一中学校,中学校,チバシサイワイチョウダイイチチュウガッコウ,261-0001,千葉市美浜区幸町2丁目12－7,,,35.620496,140.08954
千葉市 土気中学校,中学校,チバシトケチュウガッコウ,267-0061,千葉市緑区土気町1400,,,35.54135,140.272533
千葉市 千城台西中学校,中学校,チバシチシロダイニシチュウガッコウ,264-0004,千葉市若葉区千城台西2丁目20－1,,,35.621598,140.18464
千葉市 星久喜中学校,中学校,チバシホシクキチュウガッコウ,260-0808,千葉市中央区星久喜町823,,,35.600845,140.152051
千葉市 こてはし台中学校,中学校,チバシコテハシダイチュウガッコウ,262-0005,千葉市花見川区こてはし台5丁目15－1,,,35.691687,140.11922
千葉市 さつきが丘中学校,中学校,チバシサツキガオカチュウガッコウ,262-0014,千葉市花見川区さつきが丘2丁目15,,,35.668473,140.091073
千葉市 高洲第一中学校,中学校,チバシタカスダイイチチュウガッコウ,261-0004,千葉市美浜区高洲2丁目3－18,,,35.623245,140.077441
千葉市 大宮中学校,中学校,チバシオオミヤチュウガッコウ,264-0016,千葉市若葉区大宮町2077,,,35.586326,140.186714
千葉市 草野中学校,中学校,チバシクサノチュウガッコウ,263-0051,千葉市稲毛区園生町1397,,,35.652474,140.127453
千葉市 真砂中学校,中学校,チバシマサゴチュウガッコウ,261-0011,千葉市美浜区真砂5丁目18－2,,,35.64519243,140.0631925
千葉市 幕張西中学校,中学校,チバシマクハリニシチュウガッコウ,261-0026,千葉市美浜区幕張西2丁目9－1,,,35.663569,140.037348
千葉市 都賀中学校,中学校,チバシツガチュウガッコウ,263-0014,千葉市稲毛区作草部町1306－1,,,35.631022,140.123101
千葉市 千城台南中学校,中学校,チバシチシロダイミナミチュウガッコウ,264-0003,千葉市若葉区千城台南1丁目20－1,,,35.618688,140.190774
千葉市 高洲第二中学校,中学校,チバシタカスダイニチュウガッコウ,261-0004,千葉市美浜区高洲4丁目4－3,,,35.632562,140.071747
千葉市 みつわ台中学校,中学校,チバシミツワダイチュウガッコウ,264-0032,千葉市若葉区みつわ台2丁目41－1,,,35.635307,140.13119
千葉市 緑が丘中学校,中学校,チバシミドリガオカチュウガッコウ,262-0013,千葉市花見川区犢橋町213－4,,,35.664324,140.111212
千葉市 花見川第二中学校,中学校,チバシハナミガワダイニチュウガッコウ,262-0043,千葉市花見川区天戸町1428－1,,,35.682765,140.087811
千葉市 天戸中学校,中学校,チバシアマドチュウガッコウ,262-0043,千葉市花見川区天戸町1429,,,35.681448,140.087113
